SCHOOL,DISTRICT,TREATMENT,MATH_SCORE,READ_SCORE,PRIOR_MATH_SCORE,PRIOR_READ_SCORE,GENDER,SG_MATH_PROF,SG_READ_PROF
6,2,0,46.40666997,68.39076325,52.24650194,60.40791089,0,1,2
6,2,0,64.57232642,75.86950368,85.02654805,87.82086504,0,2,3
6,2,0,52.66261108,,53.01689417,57.91582415,1,1,1
6,2,0,63.36636045,73.36175599,72.27209557,70.37625785,0,2,2
6,2,0,71.24261665,86.66835496,62.05656159,82.83669156,0,1,2
6,2,0,62.37723207,74.51352197,74.09781705,70.37625785,1,2,2
6,2,0,50.70592107,75.70017599,56.85512782,57.91582415,1,1,1
6,2,0,48.95869105,,53.5946476,57.91582415,1,1,1
6,2,0,,47.20056845,,,1,,
7,2,1,45.60259065,58.72095754,39.20389053,42.96330371,1,1,1
7,2,1,41.25599608,56.25786,50.08055572,57.91582415,1,1,1
7,2,1,55.94176646,66.89784977,57.23281238,65.39208437,0,1,2
7,2,1,,59.46883158,69.04359572,70.37625785,0,2,2
7,2,1,65.95251428,62.292492,,62.89999763,0,,2
7,2,1,68.41977486,70.45781183,69.68788919,,0,2,
7,2,1,50.29661192,60.47607744,62.13663762,57.91582415,1,1,1
7,2,1,53.73493733,,63.22149851,70.37625785,1,1,2
7,2,1,34.64485449,33.23343734,52.13267901,60.40791089,0,1,2
7,2,1,,61.00447608,62.89992922,62.89999763,1,1,2
7,2,1,54.35304795,54.97578184,63.31059272,55.42373741,1,1,1
7,2,1,62.87747153,75.95230195,86.72836217,85.3287783,0,2,3
7,2,1,57.58527344,,,52.93165067,1,,1
7,2,1,48.56867387,46.31443705,54.5545849,57.91582415,1,1,1
7,2,1,71.38793632,66.5887557,66.39029706,50.43956393,0,2,1
7,2,1,51.04957309,61.28375421,57.52350411,70.37625785,0,1,2
7,2,1,53.9882675,58.53574389,65.75295028,57.91582415,0,2,1
7,2,1,53.25346748,66.64553599,69.00206599,62.89999763,1,2,2
7,2,1,,61.30262402,46.95235154,50.43956393,0,1,1
7,2,1,36.33639289,57.92336125,42.7679906,47.94747719,0,1,1
7,2,1,66.93629711,71.33537178,,80.34460482,0,,2
7,2,1,51.31801915,63.46757362,62.1962312,60.40791089,0,1,2
7,2,1,49.9216225,56.73670723,63.82964674,72.86834459,0,1,2
7,2,1,68.42390776,59.52561187,57.71358935,57.91582415,1,1,1
7,2,1,22.63635364,31.37099328,76.36467162,77.85251807,0,2,2
7,2,1,64.26898479,68.72663384,63.93654882,62.89999763,1,1,2
7,2,1,,74.13737932,,82.83669156,0,,2
7,2,1,46.02333792,57.91328078,49.81658899,,1,1,
7,2,1,48.38983706,59.81782206,62.09980257,,1,1,
7,2,1,47.27036807,,51.42120647,70.37625785,0,1,2
7,2,1,70.07236116,90.23844904,86.95461661,90.31295178,0,2,3
7,2,1,77.14809339,81.13878897,63.37932658,,1,1,
7,2,1,35.24415933,50.71816199,68.15342203,60.40791089,0,2,2
7,2,1,66.43465091,80.68883756,80.561933,85.3287783,0,2,3
7,2,1,48.54125651,53.48583924,,,1,,
7,2,1,52.67806562,63.77666769,61.54259576,60.40791089,0,1,2
7,2,1,55.94577552,79.63186945,79.34100976,80.34460482,1,2,2
7,2,1,44.52055934,56.25786,55.6683969,,1,1,
7,2,1,64.69824681,75.95230195,67.86328668,70.37625785,1,2,2
7,2,1,63.46206711,74.89533384,65.77743503,72.86834459,0,2,2
7,2,1,55.05658465,70.50364599,87.32988771,,1,2,
8,2,0,56.90199452,76.03321198,65.40599968,65.39208437,1,2,2
8,2,0,68.66552943,88.05179502,88.94085001,,1,3,
8,2,0,58.5415356,79.94200293,91.34038251,85.3287783,0,3,3
8,2,0,,82.19183151,,85.3287783,1,,3
8,2,0,58.83367381,73.76564793,49.34948958,65.39208437,1,1,2
8,2,0,69.30630138,84.55505907,,95.29712526,0,,3
8,2,0,53.17980682,57.53574389,69.30580805,55.42373741,0,2,1
8,2,0,,84.49183296,87.674908,85.3287783,0,2,3
8,2,0,58.88460035,85.74171309,86.28136711,85.3287783,1,2,3
8,2,0,,62.03887411,49.32867438,60.40791089,1,1,2
8,2,0,71.71414275,86.80876168,78.40378954,92.80503852,0,2,3
8,2,0,67.85629603,82.31531097,,85.3287783,0,,3
8,2,0,,79.68883756,69.95781924,77.85251807,1,2,2
8,2,0,57.28062181,64.03320489,71.2283932,67.88417111,1,2,2
8,2,0,44.63975905,61.48927804,78.62714212,75.36043133,1,2,2
8,2,0,,71.57880609,61.86618772,57.91582415,0,1,1
8,2,0,69.79734297,79.148921,82.60789021,92.80503852,1,2,3
8,2,0,49.96337647,48.12828088,40.80137781,30.50287,0,1,1
8,2,0,64.06025767,74.25026207,73.21190293,67.88417111,0,2,2
8,2,0,50.81716001,76.06907278,84.3424439,,1,2,
8,2,0,59.51989178,73.32686795,82.16745174,82.83669156,0,2,2
8,2,0,67.61412614,85.43261903,79.90196486,,1,2,
8,2,0,63.33687162,,74.8575835,,1,2,
8,2,0,53.83081658,,65.24452702,65.39208437,0,2,2
8,2,0,-2.058861907,28.67347529,66.42829958,60.40791089,0,2,2
8,2,0,73.09333363,84.68861901,70.69619923,67.88417111,0,2,2
8,2,0,24.15128976,32.74430131,48.73823226,37.97913022,1,1,1
8,2,0,43.54814823,60.66273146,63.03982332,55.42373741,1,1,1
8,2,0,89.13299269,96.36431091,84.52383469,97.789212,0,2,3
8,2,0,80.62229707,80.61611976,70.19749225,77.85251807,1,2,2
8,2,0,45.76041161,61.292492,62.54622613,60.40791089,0,1,2
8,2,0,52.7621686,66.40651293,59.397797,67.88417111,0,1,2
8,2,0,57.62561311,79.29502609,77.64819689,82.83669156,1,2,2
8,2,0,55.77612198,72.32120707,59.49327818,67.88417111,0,1,2
8,2,0,,83.24879962,80.51956079,90.31295178,0,2,3
8,2,0,52.41740565,,53.32317813,57.91582415,0,1,1
8,2,0,40.11682923,58.03005161,62.72279799,,1,1,
8,2,0,,50.06105313,69.55653265,67.88417111,1,2,2
8,2,0,76.83609456,89.09234395,66.70797214,72.86834459,0,2,2
8,2,0,57.15781889,61.1911301,51.02717891,45.45539045,0,1,1
8,2,0,52.44391843,70.24604697,,90.31295178,0,,3
8,2,0,,79.74521688,66.82013209,62.89999763,1,2,2
8,2,0,58.28011182,64.03320489,57.48593882,57.91582415,1,1,1
8,2,0,57.96796633,75.07190739,68.07437188,70.37625785,1,2,2
8,2,0,55.04100785,87.80592707,75.42645997,87.82086504,0,2,3
8,2,0,68.44023776,84.68861901,87.29326146,92.80503852,0,2,3
8,2,0,79.81067902,90.10935192,72.90678391,77.85251807,1,2,2
8,2,0,55.47003731,76.62357011,83.88176397,82.83669156,1,2,2
8,2,0,67.04788518,79.07064942,80.05424185,82.83669156,1,2,2
9,3,0,40.02347365,57.91044617,,55.42373741,1,,1
9,3,0,51.85315216,62.47914602,74.0931376,47.94747719,0,2,1
9,3,0,60.50712704,84.43545364,77.88659759,90.31295178,1,2,3
9,3,0,63.77142072,82.9894278,82.05919285,87.82086504,1,2,3
9,3,0,58.05765633,91.76379993,83.5929482,85.3287783,1,2,3
9,3,0,34.06210093,47.68774509,52.20745595,47.94747719,0,1,1
9,3,0,63.79913794,74.51352197,62.19554632,60.40791089,1,1,2
9,3,0,83.46967091,96.66081015,95.29480386,105.2654722,0,3,3
9,3,0,44.16946618,60.84213962,86.9023515,77.85251807,1,2,2
9,3,0,63.95915853,86.92836711,,82.83669156,1,,2
9,3,0,76.49765952,,94.40987693,95.29712526,0,3,3
9,3,0,46.56055224,70.64446585,71.58503924,77.85251807,0,2,2
9,3,0,72.8787227,83.69875103,69.27467476,80.34460482,1,2,2
9,3,0,81.1281636,89.23844904,83.62856311,95.29712526,0,2,3
9,3,0,72.72895548,84.33979011,77.27648232,72.86834459,0,2,2
9,3,0,53.80135511,81.80277378,87.73246152,,0,2,
9,3,0,80.07230798,99.77191176,85.90397182,90.31295178,0,2,3
9,3,0,63.46690925,90.57714591,80.92831787,92.80503852,0,2,3
9,3,0,26.93565271,,86.38029158,62.89999763,1,2,2
9,3,0,30.41290011,33.93095533,78.27340961,67.88417111,0,2,2
9,3,0,60.98635854,75.29081099,65.0016073,60.40791089,1,2,2
9,3,0,,61.09570595,48.31421946,,0,1,
9,3,0,42.3852223,56.44451402,57.17169996,50.43956393,0,1,1
9,3,0,45.69560482,,67.40738995,60.40791089,1,2,2
9,3,0,61.53364145,74.14890017,67.3340447,72.86834459,0,2,2
9,3,0,66.34374266,85.74171309,72.73745548,70.37625785,1,2,2
9,3,0,46.4889523,74.20551887,76.65964306,65.39208437,0,2,2
9,3,0,46.34682415,76.47746501,71.31290371,80.34460482,0,2,2
9,3,0,52.13740156,74.10415697,78.52453755,70.37625785,0,2,2
9,3,0,62.98353745,68.94914866,65.22583617,,0,2,
9,3,0,67.17627067,86.865141,67.51358316,77.85251807,1,2,2
9,3,0,51.56262565,72.69859935,86.79414694,80.34460482,0,2,2
9,3,0,65.69668377,87.85500898,,67.88417111,1,,2
9,3,0,65.31008977,83.15313609,79.80854825,87.82086504,0,2,3
9,3,0,62.789765,71.95072531,79.68819239,72.86834459,1,2,2
9,3,0,69.88945307,79.81852347,54.71468103,62.89999763,0,1,2
9,3,0,63.89372372,63.56443814,70.40163639,80.34460482,1,2,2
9,3,0,65.97638141,77.8839954,61.00159587,67.88417111,1,1,2
9,3,0,64.81419887,80.44679207,54.74732527,,1,1,
9,3,0,75.1607552,87.80592707,82.77279061,90.31295178,0,2,3
9,3,0,72.21338914,83.05931099,82.73878674,82.83669156,0,2,2
9,3,0,67.07663193,79.49934893,61.21094672,65.39208437,0,1,2
9,3,0,,89.2443868,87.37757982,95.29712526,0,2,3
9,3,0,67.24465172,78.36177682,81.93229269,75.36043133,0,2,2
9,3,0,,,70.77667734,72.86834459,1,2,2
9,3,0,62.81027759,83.05931099,73.79560035,,1,2,
9,3,0,56.96416863,,73.55285379,80.34460482,1,2,2
9,3,0,73.26291588,87.93561298,85.08836237,95.29712526,1,2,3
9,3,0,,78.44238082,53.39566555,62.89999763,1,1,2
9,3,0,69.57405534,71.87695403,58.66348607,67.88417111,1,1,2
9,3,0,60.2279447,79.49934893,72.06440975,80.34460482,0,2,2
9,3,0,,65.45906979,38.15169802,37.97913022,0,1,1
9,3,0,56.75982411,77.36597109,78.21354705,65.39208437,0,2,2
9,3,0,48.92999191,72.33978303,72.01470702,62.89999763,0,2,2
9,3,0,58.55206381,71.83111987,,70.37625785,0,,2
9,3,0,,83.05931099,85.29699834,80.34460482,0,2,2
9,3,0,47.99228098,72.61935501,81.12071759,80.34460482,1,2,2
9,3,0,66.19304178,76.47746501,72.58854029,72.86834459,1,2,2
9,3,0,,52.88455196,57.08515504,45.45539045,0,1,1
9,3,0,61.80606077,73.13737932,76.94721595,75.36043133,0,2,2
9,3,0,71.58664057,84.37565092,88.30954343,,0,3,
9,3,0,31.58461138,54.46477807,51.07434997,,1,1,
9,3,0,54.43172463,76.47746501,85.53220767,85.3287783,0,2,3
9,3,0,54.64179004,80.88557205,75.96692981,75.36043133,0,2,2
9,3,0,76.3576851,68.41241612,74.23353916,60.40791089,0,2,2
9,3,0,53.76480005,66.02753568,47.27442472,60.40791089,0,1,2
10,3,1,45.96047508,55.91894999,63.58406278,60.40791089,0,1,2
10,3,1,,,78.73987703,82.83669156,1,2,2
10,3,1,,89.11502113,93.92453595,97.789212,0,3,3
10,3,1,73.16346561,79.95104398,82.81124517,97.789212,1,2,3
10,3,1,85.55415274,94.15317775,85.06901461,82.83669156,1,2,2
10,3,1,57.81658569,,51.09333503,65.39208437,0,1,2
10,3,1,73.10037756,83.31531097,56.19178313,62.89999763,0,1,2
10,3,1,55.71718545,72.83111987,73.58135076,65.39208437,0,2,2
10,3,1,68.47978323,78.66411903,90.07767565,87.82086504,1,3,3
10,3,1,63.0909618,,64.96788866,,1,1,
10,3,1,70.43230805,91.57714591,,100.2812987,1,,3
10,3,1,50.92932814,56.25786,48.76303767,52.93165067,0,1,1
10,3,1,69.65216592,89.05179502,83.45518672,92.80503852,1,2,3
10,3,1,,74.95211413,,67.88417111,1,,2
10,3,1,,68.02897605,65.36489469,77.85251807,1,2,2
10,3,1,52.68556985,63.02879364,57.57422591,45.45539045,1,1,1
10,3,1,72.73380431,71.33537178,72.98566307,72.86834459,0,2,2
10,3,1,66.66384544,70.3575409,58.34546904,50.43956393,1,1,1
10,3,1,74.39530956,77.88683001,69.7526023,67.88417111,1,2,2
10,3,1,78.79528262,85.68861901,,,1,,
10,3,1,56.99696638,75.40230492,,,1,,
10,3,1,59.0224211,77.47746501,66.76895752,70.37625785,1,2,2
10,3,1,54.80900417,71.20568587,76.35466138,80.34460482,0,2,2
10,3,1,61.02709627,80.62903484,88.33815009,90.31295178,0,3,3
10,3,1,49.4658506,59.33914567,66.23268317,,0,2,
10,3,1,48.97397053,63.67593206,69.13474569,62.89999763,1,2,2
10,3,1,68.2986488,64.86852384,76.90282072,95.29712526,0,2,3
10,3,1,71.54965938,85.43545364,75.40464859,90.31295178,0,2,3
10,3,1,58.3296616,81.33557502,84.27148343,82.83669156,1,2,2
10,3,1,56.24505749,66.94368393,57.11459637,57.91582415,1,1,1
10,3,1,67.88083371,86.87527303,92.3733608,95.29712526,0,3,3
10,3,1,72.44065748,92.29600594,86.00325621,92.80503852,0,2,3
10,3,1,,77.1288755,63.95475581,72.86834459,1,1,2
10,3,1,60.56411715,67.33662974,57.05127135,55.42373741,1,1,1
10,3,1,,88.06192705,83.08327258,90.31295178,0,2,3
10,3,1,86.84487013,83.0621456,77.95912361,85.3287783,0,2,3
10,3,1,,80.69891803,90.62523307,90.31295178,0,3,3
10,3,1,72.62667391,,73.60997873,85.3287783,1,2,3
10,3,1,65.186944,79.95213495,78.34550567,72.86834459,0,2,2
10,3,1,61.14433355,61.27367374,71.166909,65.39208437,0,2,2
10,3,1,60.50672191,,75.25111321,90.31295178,0,2,3
10,3,1,83.95148644,91.10935192,92.80860821,97.789212,1,3,3
10,3,1,63.70457864,83.18175104,93.48874394,90.31295178,0,3,3
10,3,1,57.88373646,72.57880609,65.06484718,85.3287783,1,2,3
10,3,1,54.80662663,67.68608491,54.1453491,,0,1,
10,3,1,54.81365925,53.88455196,81.81823257,80.34460482,0,2,2
10,3,1,,,63.19485627,80.34460482,0,1,2
10,3,1,63.70333172,91.17923511,93.23893184,100.2812987,0,3,3
10,3,1,77.63463803,93.48265996,92.05623675,,0,3,
10,3,1,48.45493983,73.17510197,72.41446492,85.3287783,0,2,3
10,3,1,72.01347244,89.05179502,98.15421209,97.789212,0,3,3
10,3,1,58.97727577,76.73506403,80.98067391,80.34460482,0,2,2
10,3,1,57.97718132,76.72912628,85.850672,85.3287783,0,2,3
10,3,1,52.72393328,57.04580129,66.46426428,67.88417111,0,2,2
10,3,1,63.01607923,76.88116913,85.07207978,,0,2,
10,3,1,70.33399044,78.31552952,79.44037597,82.83669156,0,2,2
10,3,1,80.76957119,78.96226698,73.35825738,82.83669156,0,2,2
10,3,1,71.76261778,75.10415697,61.89215753,62.89999763,1,1,2
10,3,1,69.87504206,85.37565092,86.40254456,90.31295178,0,2,3
10,3,1,57.36004524,79.51226401,76.22888381,77.85251807,0,2,2
10,3,1,77.33682046,83.82010011,,97.789212,1,,3
10,3,1,65.34749108,91.27899797,,80.34460482,0,,2
10,3,1,57.36226467,88.80592707,86.41114147,90.31295178,1,2,3
10,3,1,51.47344179,70.8965918,,70.37625785,0,,2
10,3,1,75.63607264,83.70888306,75.42885389,80.34460482,0,2,2
10,3,1,61.15127144,69.78990144,69.76185941,70.37625785,1,2,2
10,3,1,45.49359939,54.73229597,67.92074868,,1,2,
10,3,1,65.82693079,70.05939295,78.90035209,65.39208437,0,2,2
10,3,1,83.18225578,100.0864478,103.5841742,,0,3,
10,3,1,75.15028227,80.94200293,81.39999672,90.31295178,1,2,3
10,3,1,27.06382737,45.61084151,68.82348661,67.88417111,0,2,2
10,3,1,59.726691,65.07284667,,70.37625785,0,,2
10,3,1,,80.74521688,73.36107663,72.86834459,1,2,2
10,3,1,82.90397164,97.66081015,93.19260012,97.789212,1,3,3
10,3,1,,90.041663,74.34867574,,0,2,
10,3,1,83.97541639,86.43261903,,72.86834459,1,,2
10,3,1,74.42825448,75.95230195,83.62432409,85.3287783,1,2,3
10,3,1,51.06393268,64.46901399,55.89426654,55.42373741,0,1,1
10,3,1,,,79.01000415,77.85251807,1,2,2
10,3,1,71.80190994,83.00234288,85.93576642,97.789212,0,2,3
10,3,1,66.14319676,74.45655386,,67.88417111,0,,2
10,3,1,,87.07205907,79.54301467,87.82086504,0,2,3
10,3,1,47.70338941,53.30643108,74.56192424,70.37625785,0,2,2
10,3,1,55.45506497,68.39359785,,,0,,
10,3,1,75.28561017,,82.84591604,90.31295178,0,2,3
10,3,1,72.32210418,82.00517749,65.78777455,75.36043133,0,2,2
10,3,1,71.73302688,79.63186945,,85.3287783,1,,3
10,3,1,73.14726254,83.51209701,93.83654363,97.789212,0,3,3
10,3,1,68.84301881,87.66835496,88.70942901,85.3287783,0,3,3
10,3,1,72.89629793,85.55505907,83.42770909,82.83669156,0,2,2
10,3,1,76.47281586,84.8172655,79.27347928,95.29712526,1,2,3
10,3,1,42.72534836,53.91741965,52.88898337,52.93165067,0,1,1
10,3,1,63.16879816,86.53238189,69.03739335,77.85251807,1,2,2
10,3,1,77.08385039,105.9371469,84.05175842,92.80503852,0,2,3
10,3,1,55.40130911,69.41241612,68.92531336,80.34460482,1,2,2
10,3,1,87.41145252,79.85077305,87.72554574,,0,2,
10,3,1,53.3788207,,59.28556793,55.42373741,0,1,1
10,3,1,78.49655057,91.22831702,,102.7733855,0,,3
10,3,1,69.60329159,82.52222904,74.91983408,75.36043133,0,2,2
10,3,1,67.21692981,,51.33742399,47.94747719,0,1,1
10,3,1,49.18209513,65.75702991,,75.36043133,1,,2
10,3,1,44.06432987,56.86639314,,95.29712526,0,,3
11,3,0,56.15484509,78.95104398,64.89272682,70.37625785,1,1,2
11,3,0,,70.93364884,72.90359493,75.36043133,0,2,2
11,3,0,64.81715306,,71.99974393,65.39208437,1,2,2
11,3,0,48.80009575,,67.57676121,77.85251807,1,2,2
11,3,0,53.22394484,86.07205907,76.59069702,75.36043133,1,2,2
11,3,0,68.13178028,83.24879962,45.04661991,,0,1,
11,3,0,70.28459944,82.11852492,90.77342799,90.31295178,0,3,3
11,3,0,67.38245436,80.33557502,,72.86834459,0,,2
11,3,0,,,83.49607046,,0,2,
11,3,0,64.85264814,81.92173888,75.19111069,80.34460482,0,2,2
11,3,0,75.30200371,99.77191176,90.20328753,97.789212,1,3,3
11,3,0,71.09220705,91.29600594,71.88355583,90.31295178,1,2,3
11,3,0,56.65374336,83.24879962,75.70823704,,0,2,
11,3,0,79.99874575,83.1083929,72.56476348,77.85251807,0,2,2
11,3,0,,90.57714591,,95.29712526,1,,3
11,3,0,62.86968327,75.51068736,77.61593227,72.86834459,0,2,2
11,3,0,63.39532807,87.73604388,,92.80503852,0,,3
11,3,0,42.13113311,54.72946137,68.86754139,55.42373741,1,2,1
11,3,0,44.84544203,59.21670563,64.86944262,62.89999763,0,1,2
11,3,0,67.88505895,,79.42902773,85.3287783,1,2,3
11,3,0,64.65443551,86.92836711,60.60583148,65.39208437,1,1,2
11,3,0,47.03967371,78.40652002,71.4794052,70.37625785,0,2,2
11,3,0,42.3724969,62.68186982,,65.39208437,0,,2
11,3,0,83.55268804,87.9954157,94.84367587,,1,3,
11,3,0,52.60693405,73.65990394,56.81577981,62.89999763,0,1,2
11,3,0,71.72250883,91.91419407,78.02435977,82.83669156,0,2,2
11,3,0,54.81162924,84.29504692,78.96197977,90.31295178,0,2,3
11,3,0,,56.04580129,49.5644583,50.43956393,0,1,1
11,3,0,71.04824448,96.66081015,77.55844787,90.31295178,0,2,3
11,3,0,40.37556936,,64.78955939,55.42373741,0,1,1
11,3,0,,84.55505907,76.66858511,80.34460482,0,2,2
11,3,0,67.43795509,77.76548093,,87.82086504,0,,3
11,3,0,48.14032253,64.01462893,60.02862752,75.36043133,1,1,2
11,3,0,57.64663162,70.98844795,,60.40791089,0,,2
11,3,0,50.92178564,71.2865959,68.25572993,60.40791089,0,2,2
11,3,0,54.50446171,,82.06333344,80.34460482,0,2,2
11,3,0,53.19362841,70.77415176,,70.37625785,0,,2
11,3,0,55.82869807,75.73506403,61.84465796,77.85251807,1,1,2
11,3,0,51.75055956,73.80600903,66.14460606,67.88417111,0,2,2
11,3,0,40.89890593,37.49091739,73.60820716,65.39208437,1,2,2
11,3,0,36.51063385,43.38166481,49.66373876,,0,1,
11,3,0,60.81410143,74.51352197,67.95231253,52.93165067,0,2,1
11,3,0,61.32731612,,69.2090977,80.34460482,0,2,2
11,3,0,65.66623177,77.96226698,81.54831548,77.85251807,1,2,2
11,3,0,75.31263868,78.75534891,78.37751016,77.85251807,0,2,2
11,3,0,57.58418552,70.64446585,65.56533787,62.89999763,0,2,2
11,3,0,66.73038665,91.61769483,82.0293899,85.3287783,1,2,3
11,3,0,48.9707137,71.08324582,74.11016264,72.86834459,0,2,2
11,3,0,52.00376633,,75.55072391,65.39208437,1,2,2
11,3,0,55.95104221,68.40084372,63.47048635,60.40791089,1,1,2
11,3,0,47.29001458,74.20442791,73.95768929,82.83669156,1,2,2
11,3,0,59.0759311,74.20442791,68.58665715,65.39208437,1,2,2
11,3,0,61.94525191,76.13895597,81.08907731,87.82086504,0,2,3
11,3,0,76.23893355,96.71313981,102.1190246,105.2654722,1,3,3
11,3,0,50.57483322,73.45655386,,80.34460482,0,,2
11,3,0,64.97079103,84.78404315,86.55033638,,1,2,
11,3,0,64.57707533,72.61935501,,72.86834459,1,,2
11,3,0,70.52744896,87.90568993,82.59717997,87.82086504,1,2,3
11,3,0,66.41898976,85.0821911,86.55433391,92.80503852,0,2,3
11,3,0,81.58722578,109.683763,90.23886471,105.2654722,0,3,3
12,3,1,58.98366196,70.20549805,68.27093005,77.85251807,0,2,2
12,3,1,60.53613074,64.27222795,73.2007113,75.36043133,1,2,2
12,3,1,54.27699263,53.54564195,61.99831362,55.42373741,1,1,1
12,3,1,62.28849697,70.49770824,61.31308643,67.88417111,0,1,2
12,3,1,53.17280878,56.73670723,50.61747104,,1,1,
12,3,1,66.10113971,,79.30513199,90.31295178,0,2,3
12,3,1,42.03022663,63.84655088,55.14401345,57.91582415,1,1,1
12,3,1,53.53663102,75.20442791,70.83046673,75.36043133,1,2,2
12,3,1,45.87676012,61.28375421,71.40184325,70.37625785,1,2,2
12,3,1,62.40717363,68.83237783,83.16948162,62.89999763,0,2,2
12,3,1,45.56050141,73.26989984,83.12509922,87.82086504,0,2,3
12,3,1,45.84248094,45.09997754,77.09252486,87.82086504,1,2,3
12,3,1,57.73926278,65.84088166,60.25648548,67.88417111,1,1,2
12,3,1,38.63273703,61.09426558,68.50279267,72.86834459,1,2,2
12,3,1,,67.77540972,63.83903536,65.39208437,1,1,2
12,3,1,44.4664265,37.15221572,76.83314607,75.36043133,1,2,2
12,3,1,,54.27812405,49.5548437,52.93165067,0,1,1
12,3,1,41.68527617,38.33886974,48.88675211,50.43956393,0,1,1
12,3,1,51.16031888,58.73252994,68.21269407,75.36043133,0,2,2
12,3,1,58.29174873,71.64555681,61.39293107,60.40791089,1,1,2
12,3,1,59.71075028,75.88241876,81.19224786,80.34460482,0,2,2
12,3,1,63.01757316,78.219866,70.46805002,,1,2,
12,3,1,44.50221453,69.27115781,66.88755493,82.83669156,1,2,2
12,3,1,52.1710456,66.14997572,85.15204562,75.36043133,1,2,2
12,3,1,65.65848514,84.30517894,93.87696528,95.29712526,1,3,3
12,3,1,58.6373256,63.82797491,65.83325383,67.88417111,1,2,2
12,3,1,63.14622245,72.57880609,70.52388929,60.40791089,0,2,2
12,3,1,40.862918,57.44451402,,60.40791089,0,,2
12,3,1,75.54466752,79.99687815,84.67690075,87.82086504,0,2,3
12,3,1,67.09688522,78.51207619,76.3743039,65.39208437,0,2,2
12,3,1,72.44465408,80.26013805,89.10832276,92.80503852,0,3,3
12,3,1,52.91188859,63.08557393,63.07589266,80.34460482,0,1,2
12,3,1,63.52910681,71.96364038,71.99052841,75.36043133,1,2,2
12,3,1,39.39523623,56.65143209,66.37417231,70.37625785,0,2,2
12,3,1,69.34207658,71.95355991,67.5940507,65.39208437,1,2,2
12,3,1,49.35418948,53.09147003,47.42145861,60.40791089,0,1,2
12,3,1,54.53111779,61.30262402,65.14094774,75.36043133,1,2,2
12,3,1,64.44552078,67.40651293,50.66930896,65.39208437,0,1,2
12,3,1,34.8229255,37.30426337,69.17377233,67.88417111,0,2,2
12,3,1,,69.5603408,65.91373351,65.39208437,1,2,2
13,4,0,59.42722049,70.95355991,,62.89999763,0,,2
13,4,0,62.1616768,80.03742707,64.14720159,75.36043133,1,1,2
13,4,0,64.54461394,82.00234288,83.35884821,80.34460482,1,2,2
13,4,0,61.03685739,,,65.39208437,0,,2
13,4,0,71.30460155,88.99258109,86.26463254,,0,2,
13,4,0,63.78835121,80.03742707,99.31658011,82.83669156,0,3,2
13,4,0,60.85494027,58.41910933,83.22154419,77.85251807,0,2,2
13,4,0,37.42590484,39.71217778,64.13909912,55.42373741,1,1,1
13,4,0,64.13672383,82.00234288,82.70910133,77.85251807,1,2,2
13,4,0,,76.57773595,64.06224978,72.86834459,0,1,2
13,4,0,74.25093587,87.85500898,101.4377133,,0,3,
13,4,0,43.79800173,54.35048411,64.5816473,52.93165067,1,1,1
13,4,0,54.35241317,78.55856286,77.93251621,80.34460482,1,2,2
13,4,0,55.42428558,73.36175599,66.96843204,72.86834459,0,2,2
13,4,0,66.4714838,69.76690589,47.13477064,45.45539045,1,1,1
13,4,0,47.73460237,69.05939295,72.38149217,70.37625785,1,2,2
13,4,0,49.87876216,72.02899688,64.91992933,72.86834459,0,1,2
13,4,0,68.25115974,81.87265697,67.97333238,87.82086504,0,2,3
13,4,0,,,83.65632811,95.29712526,1,2,3
13,4,0,73.5134909,83.05931099,65.61233007,85.3287783,1,2,3
13,4,0,62.62060064,72.14021393,79.77272636,97.789212,0,2,3
13,4,0,67.82171144,86.92836711,85.62882913,95.29712526,1,2,3
13,4,0,78.78174892,93.99100287,86.77668962,92.80503852,1,2,3
13,4,0,49.06790483,54.46477807,78.82634791,80.34460482,1,2,2
13,4,0,56.14973041,76.88683001,76.34364714,85.3287783,0,2,3
13,4,0,46.84406663,,61.58683109,52.93165067,1,1,1
13,4,0,45.77638762,62.38372187,63.94006814,55.42373741,0,1,1
13,4,0,35.07641967,32.74430131,,,0,,
13,4,0,77.50219774,,,,1,,
13,4,0,76.72902078,91.29600594,92.43075228,100.2812987,1,3,3
13,4,0,71.67434689,,87.84161912,102.7733855,0,2,3
13,4,0,58.8461612,72.96224615,65.08242279,67.88417111,1,2,2
13,4,0,61.58207056,86.66835496,76.95278317,80.34460482,1,2,2
13,4,0,67.964066,72.17510197,62.547189,57.91582415,1,1,1
13,4,0,64.93258406,81.80277378,,,0,,
13,4,0,62.79480949,80.81568886,75.31622615,92.80503852,0,2,3
13,4,0,56.72587386,58.0999348,59.93234522,57.91582415,1,1,1
13,4,0,64.45997004,80.33557502,89.39941376,95.29712526,1,3,3
13,4,0,63.29425891,84.55505907,69.15456311,82.83669156,0,2,2
13,4,0,61.93753213,71.95072531,76.24660209,70.37625785,1,2,2
13,4,0,51.19135437,70.58893811,81.81671668,77.85251807,0,2,2
13,4,0,69.78047587,77.44521543,76.92043255,77.85251807,0,2,2
13,4,0,67.44020694,91.91419407,89.30537133,92.80503852,0,3,3
13,4,0,,66.33662974,74.47932253,60.40791089,0,2,2
13,4,0,40.50623421,72.76546011,60.92466603,72.86834459,1,1,2
13,4,0,61.76943852,86.92836711,85.90589709,97.789212,1,2,3
